id,title,description,link,image link,price,condition,availability,gtin,mpn,brand,google product category,product type,sale price,sale price effective date,item group id,gender,age group,shipping weight,shipping,,,,,,,,,,,,,,,,,,,,,
coopervision005,Biofinity Toric,Biofinity Toric contact lenses offer the ultimate in comfort and convenience for contact wearers with astigmatism.,https://lenssaver.co.uk/coopervision-biofinity-toric-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biofinity-toric-contact-lenses.jpg,GBP 15.8,new,in stock,707482044347,LS654987263,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision006,Biofinity XR,Biofinity XR contact lenses are designed to provide superior comfort and clarity of vision to those with high prescriptions.,https://lenssaver.co.uk/biofinity-xr-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biofinity-xr-contact-lenses.jpg,GBP 16,new,in stock,829196399411,LS654987264,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision007,Biofinity XR Toric,Biofinity XR Toric contact lenses offer the ultimate in comfort and convenience for contact wearers with astigmatism.,https://lenssaver.co.uk/biofinity-xr-torics.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biofinity-xr-toric-contact-lenses.jpg,GBP 33.5,new,in stock,889071226126,LS654987265,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision008,Biomedics 1 Day Extra,"With a water content of 55%, Biomedics 1 Day Extra lenses allow high levels of oxygen to reach your eyes. This means they are less likely to feel dry or uncomfortable, even after long periods of wear.",https://lenssaver.co.uk/coopervision-biomedics-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biomedics-1-day-extra-90-pack_1.jpg,GBP 9.98,new,in stock,829196083341,LS654987266,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision009,Biomedics 1 Day Extra 90 pack - 90 Lenses,"Biomedics 1 Day Extra contact lenses are one of Cooper Vision’s latest innovations. These contact lenses have a water content of 55%, which studies have shown may increase comfort levels and help to make them feel comfortable for up to 16 hours.",https://lenssaver.co.uk/coopervision-biomedics-toric-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biomedics-1-day-extra-90-pack.jpg,GBP 27.5,new,in stock,7015542288819,LS654987267,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision010,Biomedics 1 Day Extra Toric,"Biomedics 1 Day Extra Toric lenses provide the convenience of a daily lens for those with astigmatism, and clear vision for both long and short-sight.",https://lenssaver.co.uk/biomedics-1-day-extra-toric.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biomedics-1-day-extra-toric-lenses.jpg,GBP 18.5,new,in stock,829196083471,LS654987268,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision011,Biomedics 55 Evolution,Biomedics 55 Evolution is a contact lens made by Cooper Vision. It is designed for wear during waking hours and for replacement with a fresh pair of lenses every month.,https://lenssaver.co.uk/biomedics-55-evolution-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biomedics-55-evolution-contact-lenses.jpg,GBP 7.47,new,in stock,824442711696,LS654987269,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision012,Biomedics Toric,Biomedics Toric is a contact lens from Cooper Vision which is designed for patients with astigmatism. Biomedics Toric lenses are designed to be replaced with a fresh pair every month.,https://lenssaver.co.uk/biomedics-toric.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/b/i/biomedics-toric.jpg,GBP 16.47,new,in stock,824442670399,LS654987270,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision013,Expressions Colour,"Give yourself a bold or subtle new look with Expressions Colours by CooperVision. These lenses are designed to provide you with a realistic and natural appearance, using an advanced tinting process.",https://lenssaver.co.uk/coopervision-expression-color-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/e/x/expressions-colour-contact-lenses.jpg,GBP 7.5,new,in stock,608513607831,LS654987271,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision014,Frequency 55 Aspheric,Frequency 55 Aspheric contact lenses are designed for wearers with low levels of astigmatism.,https://lenssaver.co.uk/frequency-55-contact-lenses.html,https://lenssaver.co.uk/frequency-55-contact-lenses.html,GBP 22,new,in stock,610664033117,LS654987272,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision015,Frequency Xcel Toric,"Frequency Xcel Toric contact lenses are designed for wearers with astigmatism, who want high levels of comfort from their lenses.",https://lenssaver.co.uk/frequency-xcel-toric.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/f/r/frequency-xcel-toric-contact-lenses.jpg,GBP 21.5,new,in stock,610664110023,LS654987273,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision016,MyDay,The combination of Smart Silicone technology and UV protection make MyDay contact lenses a healthy and comfortable option.,https://lenssaver.co.uk/coopervision-myday-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/m/y/myday-daily-disposables-contact-lenses.jpg,GBP 16.45,new,in stock,829196394768,LS654987274,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision017,Proclear 1 Day 30,Proclear 1 Day lenses use Cooper Visions PC technology to maintain a high level of moisture in the contact lens. The 30 pack of Proclear 1 Day offers excellent value and convenience.,https://lenssaver.co.uk/proclear-1-day-30.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-1-day30-pack.jpg,GBP 9.75,new,in stock,824442849115,LS654987275,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision018,Proclear 1 Day 90 Pack,Proclear 1 Day lenses use CooperVisions PC technology to maintain a high level of moisture in the contact lens. The 90 pack of Proclear 1 Day offers excellent value and convenience.,https://lenssaver.co.uk/proclear-1-day-90-pack.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-1-day-90-pack.jpg,GBP 28.5,new,in stock,824442850180,LS654987276,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision019,Proclear 1 Day Multifocal,"Proclear 1 Day Multifocal lenses are one of the newest members of the Proclear family, conveniently correcting Presbyopia every day or on occasional use.",https://lenssaver.co.uk/proclear-1-day-multifocal-contact-lenses.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-1-day-multifocal_1.jpg,GBP 21,new,in stock,829196340857,LS654987277,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision020,Proclear 3 pack,Proclear contact lenses are specifically designed to provide clear vision for both farsightedness and nearsightedness without any compromise.,https://lenssaver.co.uk/proclear-3-pack.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-sphere-3-pack.jpg,GBP 13.5,new,in stock,707482026305,LS654987278,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision021,Proclear Multifocal XR,Proclear Multifocal XR,https://lenssaver.co.uk/proclear-multifocal-xr.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-multifocal-xr_2.jpg,GBP 44.97,new,in stock,707482320670,LS654987279,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision022,Proclear Tailor Made Toric,Proclear Tailor made Toric contact lenses from Cooper Vision are custom made for patients. The PC technology used to manufacture Proclear Tailor made Toric contact lenses maintain moisture in the eye for at least 12 hours of wearing time.,https://lenssaver.co.uk/proclear-tailor-made-toric.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-tailor-made-toric_1.jpg,GBP 79,new,in stock,846504009497,LS654987280,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision023,Proclear Toric,Proclear Toric contact lenses are exceptional in regards to comfort and are highly recommended for those with astigmatism.,https://lenssaver.co.uk/proclear-toric.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-toric_1.png,GBP 29.8,new,in stock,707482044347,LS654987281,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,
coopervision024,Proclear Toric XR,"Designed to be worn daily for up to a month, Proclear Toric XR lenses are ideal if you lead a hectic lifestyle, as you won?t have to keep replacing them on a regular basis.",https://lenssaver.co.uk/proclear-toric-xr.html,https://lenssaver.co.uk/pub/media/catalog/product/cache/12/image/536x337/e9c3970ab036de70892d86c6d221abfe/p/r/proclear-toric-xr-contact-lenses_1.jpg,GBP 29.9,new,in stock,802212629280,LS654987282,Coopervision,<g:google_product_category>2923</g:google_product_category>,Health & Beauty > Personal Care > Vision Care > Contact Lenses,,,,UNISEX,Adult,60 grams,UK::Standard:2.95 GBP,,,,,,,,,,,,,,,,,,,,,

